invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount
I300445,C741706,FEMALE,18,Toys,5,179.2,Credit Card,23-02-2022,Istinye Park,896
I623195,C557178,FEMALE,44,Toys,1,35.84,Credit Card,16-10-2021,Mall of Istanbul,35.84
I176382,C294311,FEMALE,52,Food & Beverage,5,26.15,Credit Card,10-10-2022,Zorlu Center,130.75
I301771,C337163,FEMALE,57,Clothing,5,1500.4,Cash,30-05-2021,Zorlu Center,7502
I159470,C528340,FEMALE,57,Clothing,2,600.16,Cash,29-08-2022,Zorlu Center,1200.32
I881158,C141028,FEMALE,18,Clothing,2,600.16,Cash,04-10-2021,Metropol AVM,1200.32
I185715,C853079,FEMALE,52,Technology,1,1050,Credit Card,17-10-2022,Istinye Park,1050
I179925,C111514,FEMALE,32,Food & Beverage,2,10.46,Cash,27-08-2022,Emaar Square Mall,20.92
I281968,C825018,FEMALE,53,Technology,1,1050,Credit Card,27-02-2023,Viaport Outlet,1050
I239988,C519423,FEMALE,61,Food & Beverage,3,15.69,Cash,14-01-2021,Metrocity,47.07
I137485,C125491,FEMALE,19,Clothing,5,1500.4,Cash,21-09-2021,Viaport Outlet,7502
I314819,C182044,FEMALE,52,Cosmetics,2,81.32,Debit Card,13-02-2021,Kanyon,162.64
I769093,C141761,FEMALE,29,Clothing,3,900.24,Credit Card,28-10-2021,Mall of Istanbul,2700.72
I162751,C306603,FEMALE,59,Clothing,1,300.08,Cash,06-08-2021,Kanyon,300.08
I220896,C190970,FEMALE,24,Shoes,1,600.17,Credit Card,13-07-2022,Istinye Park,600.17
I282133,C931624,FEMALE,53,Clothing,4,1200.32,Cash,11-04-2021,Istinye Park,4801.28
I313367,C312399,FEMALE,53,Shoes,2,1200.34,Debit Card,24-03-2021,Viaport Outlet,2400.68
I223225,C364240,FEMALE,30,Cosmetics,3,121.98,Debit Card,10-12-2022,Kanyon,365.94
I199807,C270213,FEMALE,25,Food & Beverage,1,5.23,Debit Card,06-04-2022,Forum Istanbul,5.23
I130471,C149667,FEMALE,21,Clothing,2,600.16,Credit Card,29-03-2021,Kanyon,1200.32
I503429,C325815,FEMALE,38,Cosmetics,5,203.3,Cash,14-05-2021,Kanyon,1016.5
I278702,C291699,FEMALE,68,Toys,1,35.84,Cash,24-02-2021,Mall of Istanbul,35.84
I279607,C329655,FEMALE,29,Clothing,5,1500.4,Debit Card,07-06-2021,Cevahir AVM,7502
I404784,C362033,FEMALE,38,Food & Beverage,2,10.46,Debit Card,25-10-2021,Metropol AVM,20.92
I177490,C183235,FEMALE,29,Technology,3,3150,Cash,20-01-2021,Kanyon,9450
I259486,C436579,FEMALE,24,Cosmetics,2,81.32,Credit Card,23-07-2022,Metropol AVM,162.64
I140578,C243522,FEMALE,18,Clothing,5,1500.4,Debit Card,08-04-2022,Metrocity,7502
I109506,C793281,FEMALE,68,Clothing,5,1500.4,Cash,15-07-2021,Istinye Park,7502
I156953,C312659,FEMALE,60,Toys,1,35.84,Credit Card,31-12-2021,Kanyon,35.84
I159732,C788874,FEMALE,61,Souvenir,4,46.92,Debit Card,14-10-2022,Viaport Outlet,187.68
I416397,C247803,FEMALE,20,Food & Beverage,3,15.69,Cash,29-01-2022,Kanyon,47.07
I146956,C325326,FEMALE,37,Toys,5,179.2,Debit Card,04-03-2021,Kanyon,896
I132123,C240588,FEMALE,46,Clothing,4,1200.32,Credit Card,03-08-2022,Istinye Park,4801.28
I192345,C264174,FEMALE,50,Cosmetics,3,121.98,Credit Card,08-05-2022,Kanyon,365.94
I214709,C271719,FEMALE,56,Toys,1,35.84,Credit Card,29-09-2022,Kanyon,35.84
I109196,C858882,FEMALE,35,Clothing,2,600.16,Cash,03-07-2021,Kanyon,1200.32
I219476,C131829,FEMALE,36,Shoes,4,2400.68,Cash,17-01-2022,Mall of Istanbul,9602.72
I123988,C406534,FEMALE,29,Food & Beverage,5,26.15,Credit Card,31-08-2021,Zorlu Center,130.75
I323423,C314317,FEMALE,22,Shoes,1,600.17,Credit Card,05-09-2021,Mall of Istanbul,600.17
I547667,C256164,FEMALE,31,Clothing,5,1500.4,Debit Card,27-05-2021,Forum Istanbul,7502
I254110,C258563,FEMALE,43,Clothing,1,300.08,Debit Card,06-11-2022,Zorlu Center,300.08
I947295,C187033,FEMALE,23,Cosmetics,4,162.64,Cash,07-07-2021,Mall of Istanbul,650.56
I108907,C234056,FEMALE,69,Shoes,5,3000.85,Cash,19-09-2021,Metrocity,15004.25
I519922,C540537,FEMALE,51,Toys,5,179.2,Cash,09-08-2021,Mall of Istanbul,896
I295308,C139301,FEMALE,69,Clothing,3,900.24,Debit Card,17-12-2021,Mall of Istanbul,2700.72
I327362,C260163,FEMALE,18,Toys,4,143.36,Cash,08-12-2021,Metrocity,573.44
I211886,C179770,FEMALE,32,Souvenir,1,11.73,Cash,07-09-2022,Metropol AVM,11.73
I115282,C168229,FEMALE,31,Toys,1,35.84,Credit Card,01-11-2021,Cevahir AVM,35.84
I335793,C687822,FEMALE,53,Books,2,30.3,Credit Card,15-11-2022,Cevahir AVM,60.6
I133742,C202181,FEMALE,41,Toys,3,107.52,Credit Card,19-04-2022,Metrocity,322.56
I193549,C172947,FEMALE,32,Cosmetics,4,162.64,Debit Card,29-09-2021,Mall of Istanbul,650.56
I269601,C312883,FEMALE,65,Food & Beverage,3,15.69,Credit Card,22-05-2021,Mall of Istanbul,47.07
I142642,C130054,FEMALE,40,Cosmetics,1,40.66,Credit Card,26-04-2022,Kanyon,40.66
I223311,C309872,FEMALE,44,Technology,3,3150,Cash,22-02-2023,Metrocity,9450
I590021,C237587,FEMALE,23,Clothing,5,1500.4,Credit Card,25-01-2022,Emaar Square Mall,7502
I136710,C174971,FEMALE,18,Clothing,1,300.08,Cash,08-02-2022,Kanyon,300.08
I165088,C154267,FEMALE,24,Clothing,4,1200.32,Cash,03-08-2022,Cevahir AVM,4801.28
I277279,C106585,FEMALE,56,Clothing,5,1500.4,Credit Card,21-12-2021,Kanyon,7502
I787085,C262852,FEMALE,58,Cosmetics,3,121.98,Debit Card,23-04-2022,Mall of Istanbul,365.94
I169038,C198181,FEMALE,31,Clothing,3,900.24,Credit Card,02-11-2021,Zorlu Center,2700.72
I220070,C197041,FEMALE,59,Food & Beverage,5,26.15,Cash,18-08-2021,Metropol AVM,130.75
I300559,C886465,FEMALE,29,Clothing,5,1500.4,Debit Card,23-09-2022,Zorlu Center,7502
I176103,C139708,FEMALE,52,Clothing,3,900.24,Debit Card,22-12-2021,Metropol AVM,2700.72
I184877,C518141,FEMALE,55,Clothing,3,900.24,Credit Card,12-06-2022,Kanyon,2700.72
I257591,C936902,FEMALE,26,Clothing,1,300.08,Cash,17-10-2022,Kanyon,300.08
I374089,C823739,FEMALE,28,Food & Beverage,1,5.23,Credit Card,28-09-2021,Emaar Square Mall,5.23
I204616,C738120,FEMALE,52,Food & Beverage,3,15.69,Debit Card,22-01-2023,Metropol AVM,47.07
I271414,C257015,FEMALE,67,Clothing,2,600.16,Debit Card,07-09-2021,Metrocity,1200.32
I265583,C293723,FEMALE,36,Souvenir,5,58.65,Credit Card,21-11-2022,Cevahir AVM,293.25
I754369,C316273,FEMALE,64,Food & Beverage,2,10.46,Cash,27-01-2022,Metropol AVM,20.92
I137144,C120555,FEMALE,47,Clothing,5,1500.4,Debit Card,23-08-2021,Metrocity,7502
I282963,C878106,FEMALE,44,Toys,2,71.68,Cash,20-04-2021,Metrocity,143.36
I703775,C422169,FEMALE,34,Cosmetics,1,40.66,Credit Card,16-08-2021,Mall of Istanbul,40.66
I787087,C207473,FEMALE,64,Cosmetics,4,162.64,Credit Card,28-05-2022,Istinye Park,650.56
I475085,C339621,FEMALE,55,Technology,1,1050,Credit Card,23-06-2021,Forum Istanbul,1050
I460518,C789906,FEMALE,38,Clothing,3,900.24,Cash,04-11-2022,Istinye Park,2700.72
I660313,C170325,FEMALE,19,Food & Beverage,4,20.92,Debit Card,09-04-2021,Metropol AVM,83.68
I460921,C177887,FEMALE,31,Shoes,4,2400.68,Cash,28-03-2021,Viaport Outlet,9602.72
I153630,C258726,FEMALE,34,Shoes,5,3000.85,Credit Card,28-05-2022,Forum Istanbul,15004.25
I239386,C195903,FEMALE,47,Clothing,4,1200.32,Debit Card,29-11-2021,Metrocity,4801.28
I136279,C545185,FEMALE,33,Technology,3,3150,Cash,15-07-2022,Metropol AVM,9450
I275886,C310655,FEMALE,66,Food & Beverage,5,26.15,Debit Card,07-09-2021,Metrocity,130.75
I147518,C274223,FEMALE,28,Toys,2,71.68,Credit Card,30-08-2021,Kanyon,143.36
I337736,C168767,FEMALE,20,Cosmetics,3,121.98,Cash,24-11-2021,Mall of Istanbul,365.94
I321802,C587018,FEMALE,57,Cosmetics,3,121.98,Cash,12-09-2022,Kanyon,365.94
I328658,C336280,FEMALE,27,Cosmetics,2,81.32,Debit Card,03-04-2021,Istinye Park,162.64
I293511,C244916,FEMALE,67,Clothing,3,900.24,Cash,15-04-2021,Metrocity,2700.72
I515615,C127400,FEMALE,34,Toys,4,143.36,Debit Card,15-09-2022,Istinye Park,573.44
I519012,C398586,FEMALE,31,Cosmetics,4,162.64,Debit Card,29-01-2022,Mall of Istanbul,650.56
I728379,C217675,FEMALE,26,Shoes,5,3000.85,Cash,03-06-2021,Kanyon,15004.25
I179461,C197235,FEMALE,32,Shoes,5,3000.85,Credit Card,10-07-2022,Metrocity,15004.25
I231448,C183824,FEMALE,46,Books,1,15.15,Cash,23-09-2022,Kanyon,15.15
I177138,C336285,FEMALE,68,Cosmetics,5,203.3,Debit Card,03-07-2022,Mall of Istanbul,1016.5
I191274,C179639,FEMALE,27,Clothing,4,1200.32,Cash,14-03-2022,Istinye Park,4801.28
I257098,C107894,FEMALE,56,Clothing,2,600.16,Cash,20-07-2022,Istinye Park,1200.32
I128310,C124420,FEMALE,40,Shoes,5,3000.85,Cash,13-09-2022,Mall of Istanbul,15004.25
I230213,C114947,FEMALE,47,Shoes,2,1200.34,Credit Card,06-12-2021,Istinye Park,2400.68
I242031,C297883,FEMALE,27,Clothing,5,1500.4,Cash,13-03-2022,Metrocity,7502
I453677,C113571,FEMALE,68,Food & Beverage,1,5.23,Credit Card,09-10-2021,Mall of Istanbul,5.23
I255226,C311501,FEMALE,29,Clothing,1,300.08,Cash,10-02-2021,Metropol AVM,300.08
I322764,C294182,FEMALE,21,Books,2,30.3,Debit Card,12-03-2021,Metropol AVM,60.6
I240852,C135818,FEMALE,20,Shoes,2,1200.34,Credit Card,19-09-2021,Metrocity,2400.68
I249304,C358945,FEMALE,69,Books,2,30.3,Credit Card,23-07-2021,Emaar Square Mall,60.6
I135844,C190654,FEMALE,56,Toys,3,107.52,Debit Card,18-04-2022,Metrocity,322.56
I328331,C162545,FEMALE,35,Toys,5,179.2,Credit Card,20-04-2022,Kanyon,896
I219448,C283544,FEMALE,27,Clothing,4,1200.32,Cash,27-10-2022,Emaar Square Mall,4801.28
I198799,C269961,FEMALE,63,Toys,4,143.36,Cash,21-04-2022,Mall of Istanbul,573.44
I715606,C334502,FEMALE,55,Food & Beverage,2,10.46,Credit Card,24-03-2021,Mall of Istanbul,20.92
I569329,C121184,FEMALE,69,Toys,3,107.52,Cash,08-08-2021,Metropol AVM,322.56
I885582,C770938,FEMALE,35,Toys,4,143.36,Credit Card,17-09-2022,Metrocity,573.44
I112963,C279443,FEMALE,46,Shoes,3,1800.51,Debit Card,12-05-2022,Zorlu Center,5401.53
I122067,C177657,FEMALE,28,Food & Beverage,5,26.15,Debit Card,21-06-2022,Emaar Square Mall,130.75
I192738,C295570,FEMALE,25,Cosmetics,4,162.64,Credit Card,01-11-2022,Forum Istanbul,650.56
I427997,C122957,FEMALE,32,Technology,2,2100,Credit Card,08-05-2022,Istinye Park,4200
I175444,C118381,FEMALE,35,Shoes,5,3000.85,Cash,31-08-2022,Metrocity,15004.25
I724567,C247676,FEMALE,41,Books,1,15.15,Cash,08-12-2021,Kanyon,15.15
I228052,C126633,FEMALE,28,Cosmetics,3,121.98,Debit Card,13-05-2021,Mall of Istanbul,365.94
I166899,C110178,FEMALE,58,Food & Beverage,1,5.23,Credit Card,21-10-2022,Mall of Istanbul,5.23
I447751,C280411,FEMALE,36,Clothing,5,1500.4,Credit Card,11-11-2022,Mall of Istanbul,7502
I395397,C250536,FEMALE,27,Food & Beverage,2,10.46,Cash,21-02-2021,Metrocity,20.92
I747561,C311211,FEMALE,47,Clothing,4,1200.32,Cash,10-11-2021,Kanyon,4801.28
I202900,C144437,FEMALE,51,Books,5,75.75,Credit Card,02-03-2023,Zorlu Center,378.75
I231823,C101904,FEMALE,38,Food & Beverage,2,10.46,Debit Card,03-11-2021,Metropol AVM,20.92
I137121,C104584,FEMALE,28,Toys,3,107.52,Credit Card,01-05-2022,Metrocity,322.56
I225879,C191926,MALE,41,Toys,1,35.84,Cash,18-11-2022,Kanyon,35.84
I141672,C269231,FEMALE,47,Clothing,2,600.16,Credit Card,10-12-2022,Metrocity,1200.32
I238059,C235000,FEMALE,66,Books,2,30.3,Credit Card,02-10-2021,Mall of Istanbul,60.6
I799539,C144520,FEMALE,56,Food & Beverage,1,5.23,Cash,20-01-2023,Mall of Istanbul,5.23
I223297,C775355,FEMALE,41,Clothing,4,1200.32,Cash,20-03-2022,Cevahir AVM,4801.28
I152337,C180367,FEMALE,46,Clothing,3,900.24,Debit Card,29-09-2022,Metropol AVM,2700.72
I670823,C336339,FEMALE,32,Clothing,3,900.24,Cash,12-10-2022,Viaport Outlet,2700.72
I286446,C256162,FEMALE,57,Shoes,5,3000.85,Cash,01-07-2021,Metrocity,15004.25
I263444,C885095,FEMALE,21,Food & Beverage,2,10.46,Debit Card,08-06-2022,Metrocity,20.92
I219703,C175987,FEMALE,28,Clothing,5,1500.4,Cash,28-06-2022,Mall of Istanbul,7502
I271213,C209559,FEMALE,35,Shoes,1,600.17,Credit Card,03-01-2021,Cevahir AVM,600.17
I200760,C885753,FEMALE,21,Books,5,75.75,Cash,29-08-2021,Kanyon,378.75
I230907,C181726,FEMALE,23,Clothing,4,1200.32,Cash,15-08-2022,Mall of Istanbul,4801.28
I253300,C255947,FEMALE,28,Shoes,5,3000.85,Cash,30-05-2022,Istinye Park,15004.25
I132630,C481844,FEMALE,63,Clothing,5,1500.4,Credit Card,31-12-2021,Metrocity,7502
I949100,C140120,FEMALE,32,Shoes,3,1800.51,Credit Card,10-01-2023,Metropol AVM,5401.53
I164226,C614993,FEMALE,55,Clothing,4,1200.32,Cash,24-02-2021,Mall of Istanbul,4801.28
I605889,C759307,FEMALE,20,Shoes,1,600.17,Cash,20-07-2021,Mall of Istanbul,600.17
I273705,C647073,FEMALE,32,Toys,2,71.68,Credit Card,03-02-2023,Mall of Istanbul,143.36
I126555,C458158,FEMALE,36,Clothing,3,900.24,Cash,13-12-2022,Mall of Istanbul,2700.72
I113995,C158783,FEMALE,51,Souvenir,2,23.46,Credit Card,31-01-2023,Zorlu Center,46.92
I225432,C361618,FEMALE,60,Clothing,4,1200.32,Debit Card,16-07-2021,Mall of Istanbul,4801.28
I168610,C331656,FEMALE,18,Shoes,3,1800.51,Credit Card,01-01-2023,Kanyon,5401.53
I145180,C259489,FEMALE,45,Food & Beverage,4,20.92,Credit Card,11-10-2021,Metropol AVM,83.68
I128273,C329220,FEMALE,25,Food & Beverage,5,26.15,Credit Card,09-05-2022,Kanyon,130.75
I202916,C122797,FEMALE,57,Clothing,3,900.24,Cash,10-01-2023,Mall of Istanbul,2700.72
I202558,C299943,FEMALE,34,Clothing,1,300.08,Credit Card,07-02-2021,Metrocity,300.08
I337199,C228313,FEMALE,33,Books,5,75.75,Cash,06-11-2021,Emaar Square Mall,378.75
I226597,C139215,FEMALE,25,Toys,3,107.52,Cash,23-11-2021,Kanyon,322.56
I311765,C227797,FEMALE,67,Souvenir,5,58.65,Debit Card,21-07-2021,Cevahir AVM,293.25
I678461,C160502,FEMALE,41,Cosmetics,2,81.32,Debit Card,29-09-2021,Metropol AVM,162.64
I947206,C974814,FEMALE,20,Cosmetics,3,121.98,Cash,17-02-2023,Kanyon,365.94
I229774,C936162,FEMALE,47,Cosmetics,4,162.64,Credit Card,05-11-2021,Metrocity,650.56
I218708,C762218,FEMALE,33,Clothing,2,600.16,Cash,30-03-2021,Metropol AVM,1200.32
I146643,C326734,FEMALE,23,Food & Beverage,1,5.23,Cash,12-10-2021,Zorlu Center,5.23
I278617,C201217,FEMALE,34,Food & Beverage,4,20.92,Cash,22-05-2022,Kanyon,83.68
I309467,C902140,FEMALE,51,Food & Beverage,4,20.92,Credit Card,28-04-2022,Viaport Outlet,83.68
I113923,C115052,FEMALE,60,Clothing,2,600.16,Debit Card,22-06-2022,Metropol AVM,1200.32
I199546,C611041,FEMALE,27,Toys,5,179.2,Debit Card,01-01-2021,Kanyon,896
I201244,C335120,FEMALE,21,Technology,3,3150,Debit Card,18-10-2021,Cevahir AVM,9450
I663854,C180182,FEMALE,29,Technology,3,3150,Credit Card,29-10-2021,Metrocity,9450
I309400,C410627,FEMALE,44,Souvenir,5,58.65,Cash,27-09-2021,Metrocity,293.25
I420765,C155577,FEMALE,69,Toys,1,35.84,Debit Card,01-07-2022,Emaar Square Mall,35.84
I207053,C150355,FEMALE,53,Shoes,4,2400.68,Cash,19-08-2021,Metropol AVM,9602.72
I716802,C273480,FEMALE,57,Cosmetics,1,40.66,Credit Card,25-08-2021,Metrocity,40.66
I118979,C778210,FEMALE,28,Food & Beverage,5,26.15,Cash,06-11-2021,Mall of Istanbul,130.75
I292884,C191022,FEMALE,25,Toys,3,107.52,Cash,26-09-2021,Mall of Istanbul,322.56
I214782,C474814,FEMALE,66,Cosmetics,2,81.32,Cash,30-11-2022,Forum Istanbul,162.64
I382686,C294997,FEMALE,59,Clothing,5,1500.4,Cash,12-06-2021,Metropol AVM,7502
I226333,C110733,FEMALE,18,Cosmetics,3,121.98,Credit Card,17-05-2022,Metrocity,365.94
I510758,C298805,FEMALE,24,Souvenir,4,46.92,Cash,14-10-2022,Metrocity,187.68
I301378,C300715,FEMALE,68,Food & Beverage,2,10.46,Cash,27-09-2021,Istinye Park,20.92
I699238,C716397,FEMALE,66,Clothing,1,300.08,Cash,05-03-2023,Istinye Park,300.08
I118031,C918853,FEMALE,21,Clothing,2,600.16,Cash,28-05-2022,Istinye Park,1200.32
I138436,C928872,FEMALE,41,Clothing,3,900.24,Credit Card,29-06-2021,Kanyon,2700.72
I480512,C207609,FEMALE,48,Clothing,4,1200.32,Credit Card,09-08-2022,Kanyon,4801.28
I642615,C217506,FEMALE,65,Clothing,2,600.16,Credit Card,02-12-2022,Zorlu Center,1200.32
I313883,C244459,FEMALE,30,Food & Beverage,2,10.46,Credit Card,18-01-2021,Kanyon,20.92
I564626,C565574,FEMALE,41,Clothing,3,900.24,Cash,01-02-2023,Kanyon,2700.72
I134688,C590297,FEMALE,69,Souvenir,3,35.19,Debit Card,29-08-2021,Kanyon,105.57
I333159,C439832,FEMALE,43,Clothing,3,900.24,Debit Card,22-02-2021,Istinye Park,2700.72
I331334,C217236,FEMALE,55,Food & Beverage,3,15.69,Credit Card,26-02-2023,Forum Istanbul,47.07
I126496,C533216,FEMALE,56,Clothing,4,1200.32,Credit Card,12-09-2022,Viaport Outlet,4801.28
I744912,C941035,FEMALE,28,Books,1,15.15,Credit Card,14-01-2023,Mall of Istanbul,15.15
I322817,C125406,FEMALE,29,Cosmetics,5,203.3,Credit Card,16-03-2021,Istinye Park,1016.5
I483384,C195108,FEMALE,55,Toys,3,107.52,Cash,14-03-2022,Metrocity,322.56
I322590,C142478,FEMALE,41,Clothing,2,600.16,Cash,23-01-2023,Forum Istanbul,1200.32
I321470,C272389,FEMALE,41,Food & Beverage,5,26.15,Cash,31-01-2022,Mall of Istanbul,130.75
I126748,C165092,FEMALE,41,Toys,1,35.84,Debit Card,29-07-2022,Kanyon,35.84
I217408,C925995,FEMALE,52,Cosmetics,5,203.3,Cash,03-10-2022,Zorlu Center,1016.5
I111991,C130104,FEMALE,47,Clothing,5,1500.4,Cash,06-03-2022,Kanyon,7502
I332023,C604460,FEMALE,57,Clothing,3,900.24,Credit Card,27-01-2022,Metropol AVM,2700.72
I576621,C100313,FEMALE,52,Clothing,5,1500.4,Credit Card,22-11-2021,Metropol AVM,7502
I118101,C350553,FEMALE,64,Food & Beverage,2,10.46,Credit Card,25-07-2022,Kanyon,20.92
I193520,C124959,FEMALE,59,Shoes,5,3000.85,Credit Card,09-07-2022,Metrocity,15004.25
I250034,C131451,FEMALE,52,Souvenir,5,58.65,Cash,17-12-2021,Mall of Istanbul,293.25
I102547,C941147,FEMALE,62,Clothing,2,600.16,Debit Card,20-06-2021,Zorlu Center,1200.32
I659858,C629850,FEMALE,40,Food & Beverage,4,20.92,Cash,08-04-2021,Metrocity,83.68
I318830,C141114,FEMALE,38,Food & Beverage,3,15.69,Credit Card,15-01-2021,Kanyon,47.07
I174092,C721260,FEMALE,36,Clothing,3,900.24,Cash,02-08-2021,Kanyon,2700.72
I574966,C977771,FEMALE,52,Cosmetics,3,121.98,Cash,27-08-2021,Istinye Park,365.94
I287493,C201204,FEMALE,42,Clothing,2,600.16,Credit Card,24-04-2021,Mall of Istanbul,1200.32
I542284,C915236,FEMALE,36,Clothing,1,300.08,Debit Card,24-04-2021,Kanyon,300.08
I764015,C290121,FEMALE,25,Food & Beverage,2,10.46,Debit Card,26-05-2021,Metropol AVM,20.92
I895042,C896619,FEMALE,42,Cosmetics,2,81.32,Debit Card,06-01-2023,Emaar Square Mall,162.64
I304111,C480885,FEMALE,43,Clothing,3,900.24,Cash,11-12-2021,Kanyon,2700.72
I189346,C438239,FEMALE,45,Clothing,5,1500.4,Cash,16-01-2021,Mall of Istanbul,7502
I157592,C325530,FEMALE,52,Food & Beverage,4,20.92,Credit Card,19-02-2023,Mall of Istanbul,83.68
I337947,C207947,FEMALE,45,Cosmetics,4,162.64,Credit Card,01-12-2021,Kanyon,650.56
I309171,C119783,FEMALE,64,Cosmetics,3,121.98,Credit Card,18-08-2021,Metrocity,365.94
I116276,C815123,FEMALE,23,Food & Beverage,3,15.69,Credit Card,04-01-2021,Mall of Istanbul,47.07
I129377,C182114,FEMALE,50,Books,3,45.45,Credit Card,14-05-2021,Cevahir AVM,136.35
I795703,C234430,FEMALE,40,Clothing,1,300.08,Credit Card,08-04-2021,Kanyon,300.08
I225169,C318966,FEMALE,51,Food & Beverage,4,20.92,Cash,20-11-2022,Kanyon,83.68
I638234,C159282,FEMALE,51,Clothing,2,600.16,Credit Card,19-03-2021,Kanyon,1200.32
I949924,C487803,FEMALE,27,Cosmetics,4,162.64,Credit Card,06-03-2022,Metropol AVM,650.56
I289957,C116777,FEMALE,65,Toys,5,179.2,Cash,20-01-2021,Metropol AVM,896
I118242,C100899,FEMALE,57,Cosmetics,3,121.98,Credit Card,13-10-2021,Kanyon,365.94
I106050,C318366,FEMALE,60,Technology,1,1050,Debit Card,07-10-2021,Mall of Istanbul,1050
I949413,C218501,FEMALE,67,Food & Beverage,3,15.69,Credit Card,06-12-2022,Kanyon,47.07
I231358,C190093,FEMALE,38,Technology,3,3150,Cash,25-03-2022,Mall of Istanbul,9450
I150526,C622451,FEMALE,53,Clothing,5,1500.4,Cash,12-07-2021,Metrocity,7502
I286858,C317879,FEMALE,33,Clothing,1,300.08,Credit Card,10-08-2022,Istinye Park,300.08
I278542,C141991,FEMALE,64,Clothing,3,900.24,Cash,16-04-2021,Mall of Istanbul,2700.72
I147500,C185414,FEMALE,40,Clothing,5,1500.4,Credit Card,04-01-2022,Metropol AVM,7502
I323269,C446935,FEMALE,64,Clothing,5,1500.4,Credit Card,25-09-2022,Mall of Istanbul,7502
I615930,C311364,FEMALE,59,Clothing,2,600.16,Credit Card,07-12-2022,Emaar Square Mall,1200.32
I215688,C152716,FEMALE,40,Food & Beverage,1,5.23,Credit Card,19-03-2022,Kanyon,5.23
I358599,C731034,FEMALE,46,Clothing,2,600.16,Cash,03-11-2021,Istinye Park,1200.32
I415827,C277742,FEMALE,38,Cosmetics,2,81.32,Cash,19-01-2023,Istinye Park,162.64
I291051,C131435,FEMALE,51,Shoes,5,3000.85,Debit Card,30-07-2022,Zorlu Center,15004.25
I195451,C408271,FEMALE,61,Toys,2,71.68,Credit Card,06-06-2022,Metropol AVM,143.36
I169987,C197115,FEMALE,18,Shoes,2,1200.34,Debit Card,11-12-2021,Istinye Park,2400.68
I320199,C138425,FEMALE,49,Cosmetics,4,162.64,Cash,22-05-2022,Kanyon,650.56
I812488,C101771,FEMALE,48,Cosmetics,5,203.3,Cash,22-03-2022,Istinye Park,1016.5
I645194,C862417,FEMALE,26,Cosmetics,3,121.98,Cash,25-02-2022,Zorlu Center,365.94
I730063,C130717,FEMALE,20,Shoes,1,600.17,Credit Card,13-05-2021,Emaar Square Mall,600.17
I222777,C916815,FEMALE,32,Shoes,3,1800.51,Cash,05-04-2022,Istinye Park,5401.53
I180122,C343773,FEMALE,38,Clothing,3,900.24,Credit Card,16-02-2023,Forum Istanbul,2700.72
I324914,C164957,FEMALE,56,Toys,4,143.36,Credit Card,31-08-2022,Kanyon,573.44
I285818,C120843,FEMALE,48,Shoes,3,1800.51,Credit Card,03-11-2022,Kanyon,5401.53
I855711,C288377,FEMALE,63,Shoes,3,1800.51,Credit Card,15-03-2022,Kanyon,5401.53
I118931,C747464,FEMALE,24,Clothing,2,600.16,Debit Card,08-06-2021,Mall of Istanbul,1200.32
I597842,C548971,FEMALE,55,Food & Beverage,1,5.23,Credit Card,29-07-2022,Kanyon,5.23
I366988,C321314,FEMALE,36,Clothing,4,1200.32,Cash,22-02-2022,Kanyon,4801.28
I305894,C104725,FEMALE,64,Cosmetics,2,81.32,Credit Card,20-01-2023,Metrocity,162.64
I167753,C195074,FEMALE,24,Souvenir,3,35.19,Credit Card,29-08-2022,Metropol AVM,105.57
I323750,C306519,FEMALE,26,Clothing,4,1200.32,Cash,30-08-2021,Metropol AVM,4801.28
I258483,C636090,FEMALE,25,Clothing,1,300.08,Credit Card,18-04-2021,Mall of Istanbul,300.08
I330958,C184755,FEMALE,55,Cosmetics,5,203.3,Credit Card,11-07-2022,Metrocity,1016.5
I336366,C139695,FEMALE,55,Books,4,60.6,Credit Card,21-01-2022,Zorlu Center,242.4
I252450,C345635,FEMALE,63,Shoes,5,3000.85,Credit Card,20-07-2022,Viaport Outlet,15004.25
I122976,C319886,FEMALE,26,Clothing,4,1200.32,Debit Card,04-04-2021,Cevahir AVM,4801.28
I307558,C706697,FEMALE,23,Cosmetics,2,81.32,Cash,06-06-2021,Mall of Istanbul,162.64
I219269,C242489,FEMALE,52,Souvenir,1,11.73,Cash,08-07-2022,Kanyon,11.73
I206638,C152062,FEMALE,44,Cosmetics,1,40.66,Debit Card,16-07-2021,Mall of Istanbul,40.66
I956231,C322257,FEMALE,27,Cosmetics,2,81.32,Credit Card,18-06-2021,Metrocity,162.64
I241822,C121248,FEMALE,61,Cosmetics,4,162.64,Cash,18-07-2022,Viaport Outlet,650.56
I236299,C326339,FEMALE,28,Clothing,3,900.24,Credit Card,13-08-2022,Kanyon,2700.72
I482272,C338359,FEMALE,58,Clothing,3,900.24,Credit Card,30-05-2022,Forum Istanbul,2700.72
I334828,C848375,FEMALE,44,Shoes,4,2400.68,Credit Card,02-03-2022,Metropol AVM,9602.72
I198682,C338315,FEMALE,28,Food & Beverage,4,20.92,Cash,05-02-2023,Mall of Istanbul,83.68
I286201,C156301,FEMALE,43,Clothing,5,1500.4,Cash,26-01-2021,Metropol AVM,7502
I321692,C148083,FEMALE,44,Toys,3,107.52,Cash,02-06-2022,Zorlu Center,322.56
